0.7, 0.7, 100, 0, 0, 1
0.7, 0.7, 150, 0, 0, 1
0.7, 0.7, 200, 1, 0, 0
0.7, 0.7, 250, 0, 0, 0
0.7, 0.7, 300, 0, 816, 0
0.7, 0.7, 350, 1, 0, 0
0.7, 0.7, 400, 0, 0, 0
0.7, 0.7, 450, 0, 0, 0
0.7, 0.7, 500, 0, 0, 0
0.8, 0.7, 100, 0, 1292, 0
0.8, 0.7, 150, 0, 0, 1
0.8, 0.7, 200, 0, 816, 0
0.8, 0.7, 250, 0, 816, 0
0.8, 0.7, 300, 0, 0, 0
0.8, 0.7, 350, 0, 0, 0
0.8, 0.7, 400, 0, 0, 0
0.8, 0.7, 450, 0, 0, 0
0.8, 0.7, 500, 0, 816, 0
0.9, 0.7, 100, 0, 1391, 0
0.9, 0.7, 150, 0, 0, 0
0.9, 0.7, 200, 0, 0, 0
0.9, 0.7, 250, 0, 894, 1
0.9, 0.7, 300, 0, 0, 0
0.9, 0.7, 350, 0, 816, 0
0.9, 0.7, 400, 0, 0, 0
0.9, 0.7, 450, 0, 0, 0
0.9, 0.7, 500, 0, 816, 0
0.1, 0.8, 100, 1, 894, 0
0.1, 0.8, 150, 0, 0, 1
0.1, 0.8, 200, 0, 0, 1
0.1, 0.8, 250, 0, 816, 0
0.1, 0.8, 300, 0, 816, 0
0.1, 0.8, 350, 0, 0, 0
0.1, 0.8, 400, 0, 0, 0
0.1, 0.8, 450, 5, 0, 0
0.1, 0.8, 500, 1, 816, 0
