0.6, 0.8, 100, 0, 816, 0
0.6, 0.8, 150, 0, 0, 0
0.6, 0.8, 200, 0, 0, 0
0.6, 0.8, 250, 0, 0, 0
0.6, 0.8, 300, 0, 0, 0
0.6, 0.8, 350, 0, 816, 0
0.6, 0.8, 400, 1, 0, 0
0.6, 0.8, 450, 0, 0, 0
0.6, 0.8, 500, 0, 0, 0
0.7, 0.8, 100, 0, 1391, 0
0.7, 0.8, 150, 0, 816, 1
0.7, 0.8, 200, 0, 816, 0
0.7, 0.8, 250, 0, 0, 0
0.7, 0.8, 300, 0, 816, 0
0.7, 0.8, 350, 0, 0, 0
0.7, 0.8, 400, 1, 0, 0
0.7, 0.8, 450, 0, 816, 0
0.7, 0.8, 500, 0, 0, 0
0.8, 0.8, 100, 0, 0, 0
0.8, 0.8, 150, 0, 0, 0
0.8, 0.8, 200, 1, 1245, 0
0.8, 0.8, 250, 0, 0, 0
0.8, 0.8, 300, 0, 0, 0
0.8, 0.8, 350, 0, 0, 0
0.8, 0.8, 400, 0, 0, 0
0.8, 0.8, 450, 0, 0, 0
0.8, 0.8, 500, 0, 816, 0
0.9, 0.8, 100, 1, 1230, 0
0.9, 0.8, 150, 0, 1230, 0
0.9, 0.8, 200, 0, 1245, 0
0.9, 0.8, 250, 0, 0, 0
0.9, 0.8, 300, 0, 0, 0
0.9, 0.8, 350, 0, 816, 0
0.9, 0.8, 400, 0, 894, 0
0.9, 0.8, 450, 0, 816, 0
0.9, 0.8, 500, 0, 0, 0
