0.2, 0.8, 100, 5, 1230, 1
0.2, 0.8, 150, 0, 0, 1
0.2, 0.8, 200, 0, 0, 0
0.2, 0.8, 250, 0, 894, 0
0.2, 0.8, 300, 0, 816, 1
0.2, 0.8, 350, 0, 0, 0
0.2, 0.8, 400, 0, 0, 1
0.2, 0.8, 450, 0, 0, 0
0.2, 0.8, 500, 0, 0, 0
0.3, 0.8, 100, 0, 1230, 0
0.3, 0.8, 150, 0, 816, 0
0.3, 0.8, 200, 0, 894, 0
0.3, 0.8, 250, 0, 0, 0
0.3, 0.8, 300, 1, 0, 0
0.3, 0.8, 350, 1, 0, 0
0.3, 0.8, 400, 0, 1230, 0
0.3, 0.8, 450, 0, 0, 1
0.3, 0.8, 500, 0, 0, 0
0.4, 0.8, 100, 0, 894, 1
0.4, 0.8, 150, 1, 816, 1
0.4, 0.8, 200, 1, 894, 0
0.4, 0.8, 250, 1, 1230, 0
0.4, 0.8, 300, 1, 0, 0
0.4, 0.8, 350, 0, 0, 0
0.4, 0.8, 400, 0, 0, 0
0.4, 0.8, 450, 0, 0, 0
0.4, 0.8, 500, 0, 0, 0
0.5, 0.8, 100, 1, 816, 1
0.5, 0.8, 150, 5, 894, 1
0.5, 0.8, 200, 0, 894, 0
0.5, 0.8, 250, 5, 894, 0
0.5, 0.8, 300, 1, 0, 0
0.5, 0.8, 350, 0, 0, 0
0.5, 0.8, 400, 1, 894, 0
0.5, 0.8, 450, 0, 0, 0
0.5, 0.8, 500, 0, 0, 0
