0.6, 0.4, 100, 5, 1230, 0
0.6, 0.4, 150, 0, 816, 0
0.6, 0.4, 200, 0, 0, 0
0.6, 0.4, 250, 0, 0, 0
0.6, 0.4, 300, 0, 0, 0
0.6, 0.4, 350, 0, 816, 0
0.6, 0.4, 400, 0, 0, 0
0.6, 0.4, 450, 0, 0, 0
0.6, 0.4, 500, 0, 0, 0
0.7, 0.4, 100, 1, 0, 0
0.7, 0.4, 150, 5, 0, 0
0.7, 0.4, 200, 0, 0, 0
0.7, 0.4, 250, 0, 0, 0
0.7, 0.4, 300, 0, 816, 0
0.7, 0.4, 350, 0, 0, 0
0.7, 0.4, 400, 0, 0, 0
0.7, 0.4, 450, 0, 0, 0
0.7, 0.4, 500, 0, 816, 0
0.8, 0.4, 100, 1, 1292, 1
0.8, 0.4, 150, 0, 1245, 0
0.8, 0.4, 200, 0, 816, 0
0.8, 0.4, 250, 0, 816, 1
0.8, 0.4, 300, 0, 0, 0
0.8, 0.4, 350, 0, 0, 0
0.8, 0.4, 400, 0, 894, 0
0.8, 0.4, 450, 0, 0, 0
0.8, 0.4, 500, 0, 0, 0
0.9, 0.4, 100, 6, 1230, 1
0.9, 0.4, 150, 0, 0, 1
0.9, 0.4, 200, 0, 816, 0
0.9, 0.4, 250, 0, 0, 0
0.9, 0.4, 300, 0, 0, 0
0.9, 0.4, 350, 0, 0, 0
0.9, 0.4, 400, 0, 816, 0
0.9, 0.4, 450, 0, 0, 0
0.9, 0.4, 500, 0, 0, 0
