0.8, 0.6, 100, 0, 1406, 0
0.8, 0.6, 150, 0, 816, 0
0.8, 0.6, 200, 0, 816, 0
0.8, 0.6, 250, 0, 894, 0
0.8, 0.6, 300, 0, 816, 0
0.8, 0.6, 350, 0, 0, 0
0.8, 0.6, 400, 0, 0, 0
0.8, 0.6, 450, 0, 0, 1
0.8, 0.6, 500, 0, 0, 0
0.9, 0.6, 100, 1, 1391, 0
0.9, 0.6, 150, 0, 1785, 1
0.9, 0.6, 200, 0, 816, 0
0.9, 0.6, 250, 0, 816, 0
0.9, 0.6, 300, 0, 0, 0
0.9, 0.6, 350, 0, 0, 0
0.9, 0.6, 400, 0, 816, 0
0.9, 0.6, 450, 0, 0, 0
0.9, 0.6, 500, 0, 0, 0
0.1, 0.7, 100, 0, 894, 6
0.1, 0.7, 150, 0, 816, 0
0.1, 0.7, 200, 0, 0, 0
0.1, 0.7, 250, 0, 0, 1
0.1, 0.7, 300, 0, 0, 0
0.1, 0.7, 350, 0, 0, 1
0.1, 0.7, 400, 0, 816, 0
0.1, 0.7, 450, 0, 0, 0
0.1, 0.7, 500, 1, 0, 0
0.2, 0.7, 100, 1, 816, 1
0.2, 0.7, 150, 0, 0, 1
0.2, 0.7, 200, 1, 0, 1
0.2, 0.7, 250, 0, 0, 0
0.2, 0.7, 300, 0, 894, 1
0.2, 0.7, 350, 0, 0, 0
0.2, 0.7, 400, 0, 0, 0
0.2, 0.7, 450, 0, 816, 0
0.2, 0.7, 500, 0, 0, 0
