0.4, 0.2, 100, 0, 816, 1
0.4, 0.2, 150, 1, 816, 0
0.4, 0.2, 200, 0, 0, 0
0.4, 0.2, 250, 0, 0, 0
0.4, 0.2, 300, 0, 0, 0
0.4, 0.2, 350, 0, 0, 0
0.4, 0.2, 400, 0, 0, 0
0.4, 0.2, 450, 0, 0, 1
0.4, 0.2, 500, 0, 0, 0
0.5, 0.2, 100, 6, 0, 1
0.5, 0.2, 150, 0, 816, 0
0.5, 0.2, 200, 0, 816, 0
0.5, 0.2, 250, 0, 816, 0
0.5, 0.2, 300, 0, 894, 0
0.5, 0.2, 350, 0, 0, 0
0.5, 0.2, 400, 0, 0, 0
0.5, 0.2, 450, 0, 0, 0
0.5, 0.2, 500, 0, 0, 0
0.6, 0.2, 100, 0, 894, 0
0.6, 0.2, 150, 0, 0, 0
0.6, 0.2, 200, 0, 816, 0
0.6, 0.2, 250, 0, 894, 0
0.6, 0.2, 300, 0, 816, 1
0.6, 0.2, 350, 0, 894, 0
0.6, 0.2, 400, 0, 816, 0
0.6, 0.2, 450, 0, 0, 0
0.6, 0.2, 500, 0, 0, 0
0.7, 0.2, 100, 0, 894, 1
0.7, 0.2, 150, 0, 894, 0
0.7, 0.2, 200, 0, 0, 0
0.7, 0.2, 250, 0, 816, 0
0.7, 0.2, 300, 0, 816, 0
0.7, 0.2, 350, 0, 0, 0
0.7, 0.2, 400, 0, 816, 0
0.7, 0.2, 450, 0, 0, 0
0.7, 0.2, 500, 0, 0, 0
