0.3, 0.3, 100, 0, 894, 0
0.3, 0.3, 150, 5, 1245, 1
0.3, 0.3, 200, 0, 0, 0
0.3, 0.3, 250, 0, 0, 0
0.3, 0.3, 300, 0, 0, 0
0.3, 0.3, 350, 0, 0, 0
0.3, 0.3, 400, 0, 1230, 0
0.3, 0.3, 450, 0, 0, 0
0.3, 0.3, 500, 0, 0, 0
0.4, 0.3, 100, 5, 0, 0
0.4, 0.3, 150, 0, 0, 0
0.4, 0.3, 200, 0, 816, 0
0.4, 0.3, 250, 0, 0, 0
0.4, 0.3, 300, 0, 816, 0
0.4, 0.3, 350, 0, 1230, 0
0.4, 0.3, 400, 0, 0, 0
0.4, 0.3, 450, 0, 0, 0
0.4, 0.3, 500, 0, 0, 0
0.5, 0.3, 100, 5, 894, 0
0.5, 0.3, 150, 0, 0, 0
0.5, 0.3, 200, 5, 894, 0
0.5, 0.3, 250, 0, 816, 1
0.5, 0.3, 300, 0, 816, 0
0.5, 0.3, 350, 0, 816, 0
0.5, 0.3, 400, 0, 0, 0
0.5, 0.3, 450, 0, 0, 0
0.5, 0.3, 500, 0, 0, 0
0.6, 0.3, 100, 0, 1619, 0
0.6, 0.3, 150, 5, 1292, 1
0.6, 0.3, 200, 0, 816, 0
0.6, 0.3, 250, 0, 0, 0
0.6, 0.3, 300, 0, 0, 0
0.6, 0.3, 350, 0, 894, 0
0.6, 0.3, 400, 0, 0, 0
0.6, 0.3, 450, 0, 894, 0
0.6, 0.3, 500, 0, 894, 0
